x,y
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_171.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1611.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_609.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1627.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1392.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_206.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_922.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_827.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_648.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1182.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_334.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1162.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1108.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_890.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_406.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_724.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_96.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_701.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1571.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1486.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1907.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_612.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_120.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_165.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1922.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_736.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1613.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1177.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_347.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_821.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_52.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1918.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1231.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_423.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1718.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_14.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1087.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1836.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_906.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1806.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1947.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_131.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1035.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_438.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_989.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1990.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_321.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_845.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_136.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1312.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1556.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1078.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1821.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1525.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1702.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1159.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_652.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1876.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_814.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1719.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_607.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1953.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1259.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1010.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_752.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_755.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1916.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1530.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_214.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_563.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1022.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1720.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_477.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1179.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1789.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_362.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_933.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1750.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1369.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_493.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1445.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_328.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1321.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1722.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_462.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1677.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1814.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_897.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_432.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_927.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_350.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_263.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1174.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_614.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_637.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1244.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_81.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_911.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1269.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_713.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1300.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_458.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_604.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_918.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1992.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_569.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_209.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1160.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1109.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1771.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_692.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1149.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1052.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_456.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_717.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_836.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_476.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1489.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_211.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1156.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_579.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1715.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1389.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_712.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1535.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1039.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1009.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_587.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1938.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_782.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_997.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1007.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1465.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_680.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_392.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_509.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1254.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1926.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_232.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1123.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1054.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_733.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1017.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1901.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1567.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_88.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_148.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_427.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_78.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1311.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1240.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1030.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_558.jpg,AnnualCrop
